Start Date,Name,Area,City,Postcode,Number Of Lettings,Hmo TypesDescription,,,
2012/8/8,2 Llandough Street, Cathays, Cardiff, CF24 4AW,3,Shared House,,,
2012/8/8,22 Wyeverne Road, Cathays, Cardiff, CF24 4BH,5,Shared House,,,
2012/8/8,66 Coburn Street, Cathays, Cardiff, CF24 4BS,10,Shared House,,,
2012/8/8,52 Woodville Road, Cathays, Cardiff, CF24 4EB,6,Shared House,,,
2012/8/8,15 Darran Street, Cathays, Cardiff, CF24 4JF,8,Shared House,,,
2012/8/9,57 Pencisely Road, Canton, Cardiff, CF5 1DH,8,Bedsits,,,
2012/8/28,27 Ruthin Gardens, Cathays, Cardiff, CF24 4AU,5,Shared House,,,
2012/8/28,4 Llandough Street, Cathays, Cardiff, CF24 4AW,5,Shared House,,,
2012/8/28,42 Thesiger Street, Cathays, Cardiff, CF24 4BN,8,Shared House,,,
2012/8/28,57 Woodville Road, Cathays, Cardiff, CF24 4FX,4,Shared House,,,
2012/8/28,20 Darran Street, Cathays, Cardiff, CF24 4JF,0,Shared House,,,
2012/8/28,65 Monthermer Road, Cathays, Cardiff, CF24 4QX,5,Shared House,,,
2012/8/28,80 Monthermer Road, Cathays, Cardiff, CF24 4QY,7,Shared House,,,
2012/8/28,87 Mackintosh Place, Roath, Cardiff, CF24 4RL,6,Shared House,,,
2012/8/29,6 Dalton Street, Cathays, Cardiff, CF24 4HB,7,Shared House,,,
2012/8/29,23 Llantrisant Street, Cathays, Cardiff, CF24 4JD,4,Shared House,,,
2012/8/29,171 Malefant Street, Cathays, Cardiff, CF24 4QG,3,Shared House,,,
2012/8/30,105 Harriet Street, Cathays, Cardiff, CF24 4BX,6,Shared House,,,
2012/8/30,139c Cathays Terrace, Cathays, Cardiff, CF24 4HU,3,Shared House,,,
2012/9/4,34 Miskin Street, Cathays, Cardiff, CF24 4AQ,5,Shared House,,,
2012/9/4,25 Harriet Street, Cathays, Cardiff, CF24 4BU,14,Shared House,,,
2012/9/12,18 Crwys Road, Cathays, Cardiff, CF24 4NL,,Shared House,,,
2012/9/12,14 Malefant Street, Cathays, Cardiff, CF24 4QB,3,Shared House,,,
2012/9/12,136 Malefant Street, Cathays, Cardiff, CF24 4QF,5,Shared House,,,
2012/9/13,56 Harriet Street, Cathays, Cardiff, CF24 4BW,5,Shared House,,,
2012/9/13,44 Richards Street, Cathays, Cardiff, CF24 4DB,4,Shared House,,,
2012/9/13,67 May Street, Cathays, Cardiff, CF24 4EY,6,Shared House,,,
2012/9/13,43 Hirwain Street, Cathays, Cardiff, CF24 4JG,6,Shared House,,,
2012/9/13,113 Lisvane Street, Cathays, Cardiff, CF24 4LJ,4,Shared House,,,
2012/9/17,22 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,5,Shared House,,,
2012/9/17,41 Flora Street, Cathays, Cardiff, CF24 4EQ,5,Shared House,,,
2012/9/17,71 May Street, Cathays, Cardiff, CF24 4EY,,Shared House,,,
2012/9/17,21 Norman Street, Cathays, Cardiff, CF24 4NU,3,Shared House,,,
2012/9/17,66 Dogfield Street, Cathays, Cardiff, CF24 4QZ,4,Shared House,,,
2012/10/3,88 Dogfield Street, Cathays, Cardiff, CF24 4QZ,4,Shared House,,,
2012/10/9,124a Crwys Road, Cathays, Cardiff, CF24 4NR,5,Shared House,,,
2012/10/9,6 Fairoak Road, Cathays, Cardiff, CF24 4PY,3,Shared House,,,
2012/10/17,21 Cranbrook Street, Cathays, Cardiff, CF24 4AL,8,Shared House,,,
2012/10/17,47 Claude Road, Roath, Cardiff, CF24 3QA,5,Shared House,,,
2012/10/23,274 Newport Road, Adamsdown, Cardiff, CF24 1RS,7,Shared House,,,
2012/10/23,43 Cranbrook Street, Cathays, Cardiff, CF24 4AL,4,Shared House,,,
2012/10/23,1 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,6,Flats Section 257,,,
2012/10/23,29 May Street, Cathays, Cardiff, CF24 4EX,8,Shared House,,,
2012/10/23,109 Cathays Terrace, Cathays, Cardiff, CF24 4HU,4,Shared House,,,
2012/10/23,25 Pentyrch Street, Cathays, Cardiff, CF24 4JX,5,Shared House,,,
2012/10/23,117 Lisvane Street, Cathays, Cardiff, CF24 4LJ,,Shared House,,,
2012/10/24,37 Lisvane Street, Cathays, Cardiff, CF24 4LH,6,Shared House,,,
2012/10/24,64 Diana Street, Roath, Cardiff, CF24 4TW,4,Shared House,,,
2012/10/25,47 Dalton Street, Cathays, Cardiff, CF24 4HB,8,Shared House,,,
2012/10/25,107 Cathays Terrace, Cathays, Cardiff, CF24 4HU,6,Shared House,,,
2012/10/25,113 Cathays Terrace, Cathays, Cardiff, CF24 4HU,6,Shared House,,,
2012/10/25,202 Cathays Terrace, Cathays, Cardiff, CF24 4JA,6,Shared House,,,
2012/10/25,49 Claude Road, Roath, Cardiff, CF24 3QA,5,Bedsits,,,
2012/10/26,7 Wordsworth Avenue, Roath, Cardiff, CF24 3FQ,9,Shared House,,,
2012/10/30,39 Colum Road, Cathays, Cardiff, CF10 3EE,,Shared House,,,
2012/10/31,54 Coburn Street, Cathays, Cardiff, CF24 4BS,8,Shared House,,,
2012/10/31,54 Harriet Street, Cathays, Cardiff, CF24 4BW,6,Shared House,,,
2012/10/31,198 Rhymney Street, Cathays, Cardiff, CF24 4DJ,4,Shared House,,,
2012/10/31,67 Flora Street, Cathays, Cardiff, CF24 4EQ,8,Shared House,,,
2012/10/31,9 Merthyr Street, Cathays, Cardiff, CF24 4JL,3,Shared House,,,
2012/10/31,47 Lisvane Street, Cathays, Cardiff, CF24 4LH,5,Shared House,,,
2012/10/31,42 Bedford Street, Roath, Cardiff, CF24 3DA,4,Shared House,,,
2012/11/7,45 Flora Street, Cathays, Cardiff, CF24 4EQ,5,Shared House,,,
2012/11/14,118 Coburn Street, Cathays, Cardiff, CF24 4BT,8,Shared House,,,
2012/11/14,83 Rhymney Street, Cathays, Cardiff, CF24 4DH,4,Shared House,,,
2012/11/15,53 Cwmdare Street, Cathays, Cardiff, CF24 4JZ,5,Shared House,,,
2012/11/15,104 Malefant Street, Cathays, Cardiff, CF24 4QE,5,Shared House,,,
2012/11/16,80 Thesiger Street, Cathays, Cardiff, CF24 4BP,5,Shared House,,,
2012/11/16,150 Cathays Terrace, Cathays, Cardiff, CF24 4HZ,3,Flats Section 257,,,
2012/11/26,100 Lisvane Street, Cathays, Cardiff, CF24 4LN,3,Shared House,,,
2012/11/26,18 Daniel Street, Cathays, Cardiff, CF24 4NX,7,Shared House,,,
2012/11/28,17 Howard Gardens, Adamsdown, Cardiff, CF24 0EF,5,Shared House,,,
2012/11/28,3 South Luton Place, Adamsdown, Cardiff, CF24 0EX,9,Shared House,,,
2012/11/28,44 Colum Road, Cathays, Cardiff, CF10 3EH,5,Shared House,,,
2012/11/28,7 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,4,Flats Section 257,,,
2012/11/28,49 Hirwain Street, Cathays, Cardiff, CF24 4JG,11,Shared House,,,
2012/11/28,36 Lisvane Street, Cathays, Cardiff, CF24 4LL,3,Shared House,,,
2012/11/28,79 Dogfield Street, Cathays, Cardiff, CF24 4QL,6,Shared House,,,
2012/12/3,106 Harriet Street, Cathays, Cardiff, CF24 4BX,7,Shared House,,,
2012/12/3,24 Harriet Street, Cathays, Cardiff, CF24 4BY,4,Shared House,,,
2012/12/4,82 Miskin Street, Cathays, Cardiff, CF24 4AR,8,Shared House,,,
2012/12/5,60 Colum Road, Cathays, Cardiff, CF10 3EH,5,Shared House,,,
2012/12/5,46 Coburn Street, Cathays, Cardiff, CF24 4BS,4,Shared House,,,
2012/12/5,108 Woodville Road, Cathays, Cardiff, CF24 4EE,,Shared House,,,
2012/12/5,First Floor Flat 110 Woodville Road, Cathays, Cardiff, CF24 4EE,5,Combined HMO/ Flat/s,,,
2012/12/5,82 Gelligaer Street, Cathays, Cardiff, CF24 4LB,4,Shared House,,,
2012/12/5,13 Dogfield Street, Cathays, Cardiff, CF24 4QJ,4,Shared House,,,
2012/12/5,39 Clun Terrace, Cathays, Cardiff, CF24 4RB,6,Shared House,,,
2012/12/12,"Flat 7, 68 Gwennyth Street", Cathays, Cardiff, CF24 4PH,4,Combined HMO/ Flat/s,,,
2012/12/12,12 Coldstream Terrace, Riverside, Cardiff, CF11 6LJ,10,Shared House,,,
2012/12/13,33 Coburn Street, Cathays, Cardiff, CF24 4BQ,5,Shared House,,,
2012/12/13,93 Crwys Road, Cathays, Cardiff, CF24 4NF,8,Shared House,,,
2012/12/14,75 Woodville Road, Cathays, Cardiff, CF24 4DX,4,Shared House,,,
2012/12/14,100 Crwys Road, Cathays, Cardiff, CF24 4NQ,5,Flat in Multiple Occupation,,,
2012/12/14,176 Woodville Road, Cathays, Cardiff, CF24 4NW,4,Shared House,,,
2012/12/19,20 Strathnairn Street, Roath, Cardiff, CF24 3JN,7,Shared House,,,
2012/12/19,6 Strathnairn Street, Roath, Cardiff, CF24 3JN,7,Shared House,,,
2012/12/19,9 Glenroy Street, Roath, Cardiff, CF24 3JX,7,Shared House,,,
2012/12/21,18 Minny Street, Cathays, Cardiff, CF24 4ER,4,Shared House,,,
2012/12/21,77 May Street, Cathays, Cardiff, CF24 4EY,12,Shared House,,,
2012/12/21,22 Richmond Road, Roath, Cardiff, CF24 3AS,4,Shared House,,,
2013/1/4,32 Stacey Road, Adamsdown, Cardiff, CF24 1DU,5,Shared House,,,
2013/1/4,The Lodge Queen Anne Square, Cathays, Cardiff, CF10 3ED,3,Shared House,,,
2013/1/4,31 Blackweir Terrace, Cathays, Cardiff, CF10 3EQ,7,Shared House,,,
2013/1/4,6 Coburn Street, Cathays, Cardiff, CF24 4BS,4,Shared House,,,
2013/1/4,109 Dogfield Street, Cathays, Cardiff, CF24 4QN,4,Shared House,,,
2013/1/10,69 Wyeverne Road, Cathays, Cardiff, CF24 4BG,7,Shared House,,,
2013/1/10,44 Wyeverne Road, Cathays, Cardiff, CF24 4BH,4,Flats Section 257,,,
2013/1/10,141 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,10,Shared House,,,
2013/1/10,61 Minny Street, Cathays, Cardiff, CF24 4ET,5,Shared House,,,1892
2013/1/10,42 Gelligaer Street, Cathays, Cardiff, CF24 4LA,3,Shared House,,,
2013/1/11,42 Harriet Street, Cathays, Cardiff, CF24 4BY,5,Shared House,,,
2013/1/11,40 Letty Street, Cathays, Cardiff, CF24 4EL,4,Shared House,,,
2013/1/11,56 Letty Street, Cathays, Cardiff, CF24 4EL,4,Shared House,,,
2013/1/11,119 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,5,Shared House,,,
2013/1/16,33 May Street, Cathays, Cardiff, CF24 4EX,7,Shared House,,,
2013/1/16,64 Tewkesbury Street, Cathays, Cardiff, CF24 4QT,7,Shared House,,,
2013/1/16,227 Mackintosh Place, Roath, Cardiff, CF24 4RP,4,Shared House,,,
2013/1/17,2 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,7,Flats Section 257,,,
2013/1/17,23 Pentyrch Street, Cathays, Cardiff, CF24 4JX,6,Shared House,,,
2013/1/18,54 Dogfield Street, Cathays, Cardiff, CF24 4QZ,6,Shared House,,,
2013/1/18,58 Dogfield Street, Cathays, Cardiff, CF24 4QZ,6,Shared House,,,
2013/1/30,5 Harriet Street, Cathays, Cardiff, CF24 4BU,9,Shared House,,,
2013/1/30,22 Harriet Street, Cathays, Cardiff, CF24 4BY,4,Shared House,,,
2013/1/30,10 Flora Street, Cathays, Cardiff, CF24 4EP,6,Shared House,,,
2013/1/30,31 Pentyrch Street, Cathays, Cardiff, CF24 4JX,8,Shared House,,,
2013/1/30,58 Africa Gardens, Gabalfa, Cardiff, CF14 3BU,8,Shared House,,,
2013/1/30,72 Bedford Street, Roath, Cardiff, CF24 3DB,10,Shared House,,,
2013/1/30,7 Oakfield Street, Roath, Cardiff, CF24 3RD,8,Shared House,,,
2013/1/31,51a Salisbury Road, Cathays, Cardiff, CF24 4AB,8,Shared House,,,
2013/1/31,5 Miskin Street, Cathays, Cardiff, CF24 4AP,10,Flats Section 257,,,
2013/1/31,87 Coburn Street, Cathays, Cardiff, CF24 4BR,7,Shared House,,,
2013/1/31,29 Harriet Street, Cathays, Cardiff, CF24 4BU,12,Shared House,,,
2013/1/31,73 Rhymney Street, Cathays, Cardiff, CF24 4DH,6,Shared House,,,
2013/1/31,42 Flora Street, Cathays, Cardiff, CF24 4EQ,9,Shared House,,,
2013/1/31,37 The Walk, Roath, Cardiff, CF24 3AG,7,Shared House,,,
2013/1/31,113 Richmond Road, Roath, Cardiff, CF24 3BS,7,Shared House,,,
2013/1/31,33 Bedford Street, Roath, Cardiff, CF24 3DA,7,Shared House,,,
2013/2/1,7 Rhymney Street, Cathays, Cardiff, CF24 4DF,10,Shared House,,,
2013/2/1,121 Cathays Terrace, Cathays, Cardiff, CF24 4HU,6,Shared House,,,
2013/2/1,124 Malefant Street, Cathays, Cardiff, CF24 4QF,7,Shared House,,,
2013/2/1,75 Tewkesbury Street, Cathays, Cardiff, CF24 4QR,4,Shared House,,,
2013/2/1,1 West Grove, Roath, Cardiff, CF24 3AN,7,Shared House,,,
2013/2/7,46 Wyeverne Road, Cathays, Cardiff, CF24 4BH,,Shared House,,,
2013/2/8,88 Miskin Street, Cathays, Cardiff, CF24 4AR,6,Shared House,,,
2013/2/8,1 Ruthin Gardens, Cathays, Cardiff, CF24 4AU,10,Flats Section 257,,,
2013/2/8,2 Hendy Street, Roath, Cardiff, CF23 5EU,7,Shared House,,,
2013/2/13,47 North Road, Cathays, Cardiff, CF10 3DX,6,Shared House,,,
2013/2/13,7 Cranbrook Street, Cathays, Cardiff, CF24 4AL,4,Shared House,,,
2013/2/13,82 Richards Street, Cathays, Cardiff, CF24 4DD,6,Shared House,,,
2013/2/13,43 Woodville Road, Cathays, Cardiff, CF24 4DW,5,Shared House,,,
2013/2/13,28 Hirwain Street, Cathays, Cardiff, CF24 4JH,7,Shared House,,,
2013/2/13,27 Pentyrch Street, Cathays, Cardiff, CF24 4JX,6,Shared House,,,
2013/2/13,156 Woodville Road, Cathays, Cardiff, CF24 4NW,,Shared House,,,
2013/2/13,18 Hazeldene Avenue, Cathays, Cardiff, CF24 4QP,4,Shared House,,,
2013/2/13,38 Monthermer Road, Cathays, Cardiff, CF24 4RA,4,Shared House,,,
2013/2/13,37 Moy Road, Roath, Cardiff, CF24 4SG,6,Shared House,,,
2013/2/22,181 Richmond Road, Roath, Cardiff, CF24 3BT,1,Shared House,,,
2013/2/27,26 Wyeverne Road, Cathays, Cardiff, CF24 4BH,4,Shared House,,,
2013/2/27,3 Harriet Street, Cathays, Cardiff, CF24 4BU,7,Shared House,,,
2013/2/28,31-33 Colum Road, Cathays, Cardiff, CF10 3EE,7,Shared House,,,
2013/2/28,80 Colum Road, Cathays, Cardiff, CF10 3EH,4,Shared House,,,
2013/2/28,8 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,4,Shared House,,,
2013/2/28,41 Minny Street, Cathays, Cardiff, CF24 4ES,6,Shared House,,,
2013/2/28,84 Minny Street, Cathays, Cardiff, CF24 4ET,6,Shared House,,,
2013/2/28,43 Dalton Street, Cathays, Cardiff, CF24 4HB,4,Shared House,,,
2013/2/28,92 Gelligaer Street, Cathays, Cardiff, CF24 4LB,22,Shared House,,,
2013/2/28,84 Lisvane Street, Cathays, Cardiff, CF24 4LN,3,Shared House,,,
2013/2/28,39 Florentia Street, Cathays, Cardiff, CF24 4PE,6,Shared House,,,
2013/3/1,41 Spencer Street, Cathays, Cardiff, CF24 4PG,3,Shared House,,,
2013/3/5,57 May Street, Cathays, Cardiff, CF24 4EY,7,Shared House,,,
2013/3/5,40 Llantrisant Street, Cathays, Cardiff, CF24 4JE,4,Shared House,,,
2013/3/6,10 Rhymney Street, Cathays, Cardiff, CF24 4DF,7,Shared House,,,
2013/3/6,9 Hirwain Street, Cathays, Cardiff, CF24 4JG,5,Shared House,,,
2013/3/6,30 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,7,Shared House,,,
2013/3/7,65 Cranbrook Street, Cathays, Cardiff, CF24 4AL,5,Shared House,,,
2013/3/7,43 Thesiger Street, Cathays, Cardiff, CF24 4BP,4,Shared House,,,
2013/3/7,3 Coburn Street, Cathays, Cardiff, CF24 4BQ,4,Shared House,,,
2013/3/7,32 Letty Street, Cathays, Cardiff, CF24 4EL,5,Shared House,,,
2013/3/7,75 Lisvane Street, Cathays, Cardiff, CF24 4LJ,6,Shared House,,,
2013/3/7,6 Monthermer Road, Cathays, Cardiff, CF24 4QW,3,Shared House,,,
2013/3/7,22 The Walk, Roath, Cardiff, CF24 3AF,3,Shared House,,,
2013/3/12,11 Wyeverne Road, Cathays, Cardiff, CF24 4BG,,Shared House,,,
2013/3/12,13 Wyeverne Road, Cathays, Cardiff, CF24 4BG,0,Shared House,,,
2013/3/12,7 Wyeverne Road, Cathays, Cardiff, CF24 4BG,0,Shared House,,,
2013/3/12,83 Wyeverne Road, Cathays, Cardiff, CF24 4BG,0,Shared House,,,
2013/3/12,70 Cosmeston Street, Cathays, Cardiff, CF24 4LR,6,Shared House,,,
2013/3/14,3 Rhymney Street, Cathays, Cardiff, CF24 4DF,4,Shared House,,,
2013/3/14,123 Rhymney Street, Cathays, Cardiff, CF24 4DL,4,Shared House,,,
2013/3/14,12 Daniel Street, Cathays, Cardiff, CF24 4NX,7,Shared House,,,
2013/3/20,13 Ruthin Gardens, Cathays, Cardiff, CF24 4AU,6,Shared House,,,
2013/3/20,22 Ruthin Gardens, Cathays, Cardiff, CF24 4AU,8,Shared House,,,
2013/3/20,74 Flora Street, Cathays, Cardiff, CF24 4EQ,6,Shared House,,,
2013/3/21,36 Harriet Street, Cathays, Cardiff, CF24 4BY,8,Shared House,,,
2013/3/21,53 Richards Street, Cathays, Cardiff, CF24 4DB,6,Shared House,,,
2013/3/21,179 Rhymney Street, Cathays, Cardiff, CF24 4DL,7,Shared House,,,
2013/3/22,123 Clive Road, Canton, Cardiff, CF5 1GL,7,Shared House,,,
2013/3/22,30 Flora Street, Cathays, Cardiff, CF24 4EQ,5,Shared House,,,
2013/3/26,39 Harriet Street, Cathays, Cardiff, CF24 4BU,7,Shared House,,,
2013/3/27,5 Colum Road, Cathays, Cardiff, CF10 3EE,4,Shared House,,,
2013/3/27,30 Salisbury Road, Cathays, Cardiff, CF24 4AD,9,Shared House,,,
2013/3/27,166 Cathays Terrace, Cathays, Cardiff, CF24 4HZ,6,Flats Section 257,,,
2013/3/27,39 Robert Street, Cathays, Cardiff, CF24 4PD,4,Shared House,,,
2013/3/28,71 Wyeverne Road, Cathays, Cardiff, CF24 4BG,7,Shared House,,,
2013/3/28,28 Russell Street, Roath, Cardiff, CF24 3BG,6,Shared House,,,
2013/3/28,30 Russell Street, Roath, Cardiff, CF24 3BG,7,Shared House,,,
2013/3/28,71 Keppoch Street, Roath, Cardiff, CF24 3JT,,Shared House,,,
2013/4/9,26 Harriet Street, Cathays, Cardiff, CF24 4BY,5,Shared House,,,
2013/4/9,46 May Street, Cathays, Cardiff, CF24 4EX,5,Shared House,,,
2013/4/9,23 Cathays Terrace, Cathays, Cardiff, CF24 4HS,4,Shared House,,,
2013/4/9,41 Craddock Street, Riverside, Cardiff, CF11 6EW,6,Shared House,,,
2013/4/10,23 Bedford Street, Roath, Cardiff, CF24 3BZ,6,Shared House,,,
2013/4/10,131 Moy Road, Roath, Cardiff, CF24 4TF,8,Shared House,,,
2013/4/11,62 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,6,Shared House,,,
2013/4/11,64 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,5,Shared House,,,
2013/4/11,38 Minny Street, Cathays, Cardiff, CF24 4ES,6,Shared House,,,
2013/4/11,79 Minny Street, Cathays, Cardiff, CF24 4EU,4,Shared House,,,
2013/4/11,43 May Street, Cathays, Cardiff, CF24 4EX,3,Shared House,,,
2013/4/11,17 Cathays Terrace, Cathays, Cardiff, CF24 4HS,4,Shared House,,,
2013/4/11,35 Merthyr Street, Cathays, Cardiff, CF24 4JL,4,Shared House,,,
2013/4/11,22 Treorchy Street, Cathays, Cardiff, CF24 4JP,4,Shared House,,,
2013/4/15,11 Treherbert Street, Cathays, Cardiff, CF24 4JN,4,Shared House,,,
2013/4/16,40 Wyeverne Road, Cathays, Cardiff, CF24 4BH,4,Shared House,,,
2013/4/16,17 Dogfield Street, Cathays, Cardiff, CF24 4QJ,6,Shared House,,,
2013/4/29,125 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,1,Shared House,,,
2013/4/29,85 Richards Street, Cathays, Cardiff, CF24 4DD,6,Shared House,,,
2013/4/29,75 Rhymney Street, Cathays, Cardiff, CF24 4DH,1,Shared House,,,
2013/4/29,31 Minny Street, Cathays, Cardiff, CF24 4ES,,Shared House,,,
2013/4/29,12 May Street, Cathays, Cardiff, CF24 4EW,,Shared House,,,
2013/4/29,33 Cathays Terrace, Cathays, Cardiff, CF24 4HS,4,Shared House,,,
2013/4/30,69 Colum Road, Cathays, Cardiff, CF10 3EF,7,Shared House,,,
2013/4/30,8 Cogan Terrace, Cathays, Cardiff, CF24 4AX,9,Shared House,,,
2013/4/30,2a Rhymney Terrace, Cathays, Cardiff, CF24 4DE,7,Shared House,,,
2013/4/30,28 Gordon Road, Roath, Cardiff, CF24 3AL,6,Shared House,,,
2013/5/2,27 Hirwain Street, Cathays, Cardiff, CF24 4JG,3,Shared House,,,
2013/5/2,27 Newfoundland Road, Gabalfa, Cardiff, CF14 3LA,6,Shared House,,,
2013/5/7,79 Monthermer Road, Cathays, Cardiff, CF24 4QX,5,Shared House,,,
2013/5/21,50 Miskin Street, Cathays, Cardiff, CF24 4AQ,7,Shared House,,,
2013/5/21,132 Miskin Street, Cathays, Cardiff, CF24 4AS,8,Shared House,,,
2013/5/21,19 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,9,Shared House,,,
2013/5/23,178 Cathays Terrace, Cathays, Cardiff, CF24 4HZ,7,Shared House,,,
2013/5/24,89 Coburn Street, Cathays, Cardiff, CF24 4BR,5,Shared House,,,
2013/5/28,97a Woodville Road, Cathays, Cardiff, CF24 4DY,5,Shared House,,,
2013/5/28,23 Merthyr Street, Cathays, Cardiff, CF24 4JL,0,Shared House,,,
2013/5/28,57 Angus Street, Roath, Cardiff, CF24 3LX,3,Shared House,,,
2013/5/30,"Langdons Hotel, 69-71 Richmond Road", Cathays, Cardiff, CF24 3AR,7,Not Defined,,,
2013/5/30,Alwyn Court, Cathays, Cardiff, CF24 4AD,6,Combined HMO/ Flat/s,,,
2013/5/30,26 Llandough Street, Cathays, Cardiff, CF24 4AW,5,Shared House,,,
2013/5/30,27 Llandough Street, Cathays, Cardiff, CF24 4AW,4,Shared House,,,
2013/5/30,55 Minny Street, Cathays, Cardiff, CF24 4ET,5,Shared House,,,
2013/5/30,36 May Street, Cathays, Cardiff, CF24 4EX,7,Shared House,,,
2013/5/30,72 Crwys Road, Cathays, Cardiff, CF24 4NP,,Shared House,,,
2013/5/30,2 Robert Street, Cathays, Cardiff, CF24 4PB,8,Shared House,,,
2013/5/30,46 Taff Embankment, Grangetown, Cardiff, CF11 7BG,,Bedsits,,,
2013/5/30,24 Penhill Road, Pontcanna, Cardiff, CF11 9PR,6,Shared House,,,
2013/6/6,218 Cathays Terrace, Cathays, Cardiff, CF24 4JA,8,Shared House,,,
2013/6/6,110 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,6,Shared House,,,
2013/6/6,2 Clun Terrace, Cathays, Cardiff, CF24 4RB,4,Shared House,,,
2013/6/6,50 Ninian Road, Roath, Cardiff, CF23 5EH,7,Shared House,,,
2013/6/10,113 Diana Street, Roath, Cardiff, CF24 4TU,6,Shared House,,,
2013/6/19,48 Marlborough Road, Roath, Cardiff, CF23 5BX,9,Shared House,,,
2013/6/20,67 Colum Road, Cathays, Cardiff, CF10 3EF,8,Shared House,,,
2013/6/20,28 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,7,Shared House,,,
2013/6/20,30 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,8,Shared House,,,
2013/6/20,23 Woodville Road, Cathays, Cardiff, CF24 4DW,12,Shared House,,,
2013/6/20,31 Woodville Road, Cathays, Cardiff, CF24 4DW,10,Shared House,,,
2013/6/20,39 Woodville Road, Cathays, Cardiff, CF24 4DW,9,Shared House,,,
2013/6/20,62 Woodville Road, Cathays, Cardiff, CF24 4EB,7,Shared House,,,
2013/6/20,91 Richmond Road, Roath, Cardiff, CF24 3BS,7,Shared House,,,
2013/6/20,102 Richmond Road, Roath, Cardiff, CF24 3BW,7,Shared House,,,
2013/6/20,112 Cottrell Road, Roath, Cardiff, CF24 3EX,9,Shared House,,,
2013/6/20,209 Mackintosh Place, Roath, Cardiff, CF24 4RP,5,Shared House,,,
2013/7/1,1 Salisbury Road, Cathays, Cardiff, CF24 4AA,9,Shared House,,,
2013/7/1,28 Rhymney Terrace, Cathays, Cardiff, CF24 4DE,8,Shared House,,,
2013/7/1,32 Merthyr Street, Cathays, Cardiff, CF24 4JJ,4,Flats Section 257,,,
2013/7/1,76 Claude Road, Roath, Cardiff, CF24 3QB,6,Shared House,,,
2013/7/2,24 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,12,Shared House,,,
2013/7/2,8 Harriet Street, Cathays, Cardiff, CF24 4BY,6,Shared House,,,
2013/7/2,61 Richards Street, Cathays, Cardiff, CF24 4DB,8,Shared House,,,
2013/7/2,57 Rhymney Street, Cathays, Cardiff, CF24 4DH,3,Shared House,,,
2013/7/2,14 Woodville Road, Cathays, Cardiff, CF24 4EA,8,Shared House,,,
2013/7/2,18 Court Road, Grangetown, Cardiff, CF11 6SB,6,Shared House,,,
2013/7/2,67 Richmond Road, Roath, Cardiff, CF24 3AR,5,Shared House,,,
2013/7/3,74 Miskin Street, Cathays, Cardiff, CF24 4AR,9,Shared House,,,
2013/7/3,25 Glenroy Street, Roath, Cardiff, CF24 3JX,6,Shared House,,,
2013/7/4,11 Flora Street, Cathays, Cardiff, CF24 4EP,,Shared House,,,
2013/7/4,15 Flora Street, Cathays, Cardiff, CF24 4EP,3,Shared House,,,
2013/7/4,65 Minny Street, Cathays, Cardiff, CF24 4ET,,Shared House,,,
2013/7/4,9 Pentyrch Street, Cathays, Cardiff, CF24 4JW,,Shared House,,,
2013/7/4,61 Robert Street, Cathays, Cardiff, CF24 4PD,,Shared House,,,
2013/7/5,56 Coburn Street, Cathays, Cardiff, CF24 4BS,5,Shared House,,,
2013/7/5,72 Coburn Street, Cathays, Cardiff, CF24 4BT,5,Shared House,,,
2013/7/11,18 Miskin Street, Cathays, Cardiff, CF24 4AQ,5,Shared House,,,
2013/7/11,85 Coburn Street, Cathays, Cardiff, CF24 4BR,5,Shared House,,,
2013/7/11,93 Coburn Street, Cathays, Cardiff, CF24 4BR,4,Shared House,,,
2013/7/11,104 Coburn Street, Cathays, Cardiff, CF24 4BT,5,Shared House,,,
2013/7/11,29 Dogfield Street, Cathays, Cardiff, CF24 4QL,1,Shared House,,,
2013/7/18,10 Cogan Terrace, Cathays, Cardiff, CF24 4AX,5,Shared House,,,
2013/7/18,81 Coburn Street, Cathays, Cardiff, CF24 4BR,6,Shared House,,,
2013/7/18,86 Coburn Street, Cathays, Cardiff, CF24 4BT,5,Shared House,,,
2013/7/18,64 Harriet Street, Cathays, Cardiff, CF24 4BW,6,Shared House,,,
2013/7/18,79 Harriet Street, Cathays, Cardiff, CF24 4BX,6,Shared House,,,
2013/7/18,89 Harriet Street, Cathays, Cardiff, CF24 4BX,3,Shared House,,,
2013/7/18,46 Malefant Street, Cathays, Cardiff, CF24 4QH,3,Shared House,,,
